# columns = TERM LEMMA POS PROB
# identifier = balzac1830FC85-25
# creator = Balzac, Honoré de
# created = 1830
# modified = 1846
# isPartOf = Petites misères de la vie conjugale. Études analytiques
# title = Sans profession

↵↵↵	↵↵↵	PUNCTstruct
Sans	sans	ADP
profession	profession	NOUN
.	.	PUNCTsent
↵↵↵	↵↵↵	PUNCTstruct
Paris	Paris	PROPN
,	,	PUNCTclause
183	183	NUM
…	…	PUNCTsent
↵↵↵	↵↵↵	PUNCTstruct
Vous	vous	PRON
me	me	PRON
demandez	demander	VERB
,	,	PUNCTclause
ma	mon	DET
chère	chère	NOUN
maman	maman	NOUN
,	,	PUNCTclause
si	si	SCONJ
je	je	PRON
suis	être	AUX
heureuse	heureux	NOUN
avec	avec	ADP
mon	mon	DET
mari	mari	NOUN
.	.	PUNCTsent
Assurément	assurément	ADV
monsieur	monsieur	NOUN
de	de	DET
Fischtaminel	Fischtaminel	PROPN
ne	ne	ADV
était	être	AUX
pas	pas	ADV
l'	le	DET
être	être	AUX
de	de	DET
mes	mon	NOUN
rêves	rêver	VERB
.	.	PUNCTsent
Je	je	PRON
me	me	PRON
suis	être	AUX
soumise	soumettre	VERB
à	à	ADP
votre	votre	DET
volonté	volonté	NOUN
,	,	PUNCTclause
vous	vous	PRON
le	le:PRON	PRON
savez	savoir	VERB
.	.	PUNCTsent
La	le	DET
fortune	fortune	NOUN
,	,	PUNCTclause
cette	ce	DET
raison	raison	NOUN
suprême	suprême	ADJ
,	,	PUNCTclause
parlait	parler	VERB
d'ailleurs	d'ailleurs	ADV
assez	assez	ADV
haut	haut	ADJ
.	.	PUNCTsent
Ne	ne	ADV
pas	pas	ADV
déroger	déroger	VERB
,	,	PUNCTclause
épouser	épouser	VERB
monsieur	monsieur	NOUN
le	le	DET
comte	comte	NOUN
de	de	DET
Fischtaminel	Fischtaminel	PROPN
doué	doué	ADJ
de	de	DET
trente	trente	NUM
mille	mille	NUM
francs	franc	NOUN
de	de	DET
rentes	rente	NOUN
,	,	PUNCTclause
et	et	CCONJ
rester	rester	VERB
à	à	ADP
Paris	Paris	PROPN
,	,	PUNCTclause
vous	vous	PRON
aviez	avoir	VERB
bien	bien	ADV
des	un	ADP_DET
forces	force	NOUN
contre	contre	ADP
votre	votre	DET
pauvre	pauvre	NOUN
fille	fille	NOUN
.	.	PUNCTsent
Monsieur	monsieur	NOUN
de	de	DET
Fischtaminel	Fischtaminel	PROPN
,	,	PUNCTclause
enfin	enfin	ADV
,	,	PUNCTclause
est	être	AUX
un	un	DET
joli	joli	ADJ
homme	homme	NOUN
pour	pour	ADP
un	un	DET
homme	homme	NOUN
de	de	DET
trente-six	trente-six	NUM
ans	an	NOUN
;	;	PUNCTclause
il	il	PRON
est	être	AUX
décoré	décorer	VERB
par	par	ADP
Napoléon	Napoléon	PROPN
sur	sur	ADP
le	le	DET
champ de bataille	champ de bataille	NOUN
,	,	PUNCTclause
il	il	PRON
est	être	AUX
ancien	ancien	ADJ
colonel	colonel	NOUN
,	,	PUNCTclause
et	et	CCONJ
sans	sans	ADP
la	le	DET
Restauration	restauration	NOUN
,	,	PUNCTclause
qui	qui	PRON
l'	le:PRON	PRON
a	avoir	AUX
mis	mettre	VERB
en	en	ADP
demi-solde	demi-solde	NOUN
,	,	PUNCTclause
il	il	PRON
serait	être	AUX
général	général	ADJ
:	:	PUNCTclause
voilà	voilà	VERB
des	un	DET
circonstances	circonstance	NOUN
atténuantes	atténuant	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
beaucoup de	beaucoup de	DET
femmes	femme	NOUN
trouvent	trouver	VERB
que	que	SCONJ
je	je	PRON
ai	avoir	AUX
fait	faire	AUX
un	un	DET
bon	bon	ADJ
mariage	mariage	NOUN
,	,	PUNCTclause
et	et	CCONJ
je	je	PRON
dois	devoir	VERB
convenir	convenir	VERB
que	que	SCONJ
toutes	tout	ADJ
les	le	DET
apparences	apparence	NOUN
du	du	ADP_DET
bonheur	bonheur	NOUN
y	y	PRON
sont	être	AUX
…	…	PUNCTsent
pour	pour	ADP
la	le	DET
société	société	NOUN
.	.	PUNCTsent
Mais	mais	CCONJ
avouez	avouer	VERB
que	que	SCONJ
,	,	PUNCTclause
si	si	SCONJ
vous	vous	PRON
aviez	avoir	VERB
sur	sur	ADP
le	le	DET
retour	retour	NOUN
de	de	DET
mon	mon	NOUN
oncle	oncle	NOUN
Cyrus	Cyrus	PROPN
et	et	CCONJ
ses	son	DET
intentions	intenter	VERB
de	de	DET
me	me	PRON
laisser	laisser	VERB
sa	son	DET
