# columns = TERM LEMMA POS PROB
# identifier = balzac1847FC46b
# creator = Balzac, Honoré de
# created = 1847
# modified = 1848
# title = Les Parents pauvres : Le Cousin Pons. Études de mœurs. Scènes de la vie parisienne

↵↵	↵↵	PUNCTstruct
Vers	vers	ADP
trois	trois	NUM
heures	heure	NOUN
de	de	ADP
l'	le	DET
après-midi	après-midi	NOUN
,	,	PUNCTclause
dans	dans	ADP
le	le	DET
mois	mois	NOUN
de	de	ADP
octobre	octobre	NOUN
de	de	ADP
l'	le	DET
année	année	NOUN
1844	1844	NUM
,	,	PUNCTclause
un	un	DET
homme	homme	NOUN
âgé	âgé	ADJ
de	de	ADP
une	un	DET
soixantaine	soixantaine	NOUN
de	de	ADP
années	année	NOUN
,	,	PUNCTclause
mais	mais	CCONJ
à	à	ADP
qui	qui	PRON
tout le monde	tout le monde	NOUN
eût	avoir	AUX
donné	donner	VERB
plus	plus	ADV
que	que	SCONJ
cet	ce	DET
âge	âge	NOUN
,	,	PUNCTclause
allait	aller	VERB
le	le	DET
long	long	ADJ
du	du	ADP_DET
boulevard	boulevard	NOUN
des	un	ADP_DET
Italiens	italien	NOUN
,	,	PUNCTclause
le	le	DET
nez	nez	NOUN
à	à	ADP
la	le	DET
piste	piste	NOUN
,	,	PUNCTclause
les	le	DET
lèvres	lèvre	NOUN
papelardes	papelard	ADJ
,	,	PUNCTclause
comme	comme	ADP
un	un	DET
négociant	négociant	NOUN
qui	qui	PRON
vient	venir	VERB
de	de	ADP
conclure	conclure	VERB
une	un	DET
excellente	excellent	ADJ
affaire	affaire	NOUN
,	,	PUNCTclause
ou	ou	CCONJ
comme	comme	ADP
un	un	DET
garçon	garçon	NOUN
content	conter	VERB
de	de	ADP
lui-même	lui-même	PRON
au sortir de	au sortir de	ADP
un	un	DET
boudoir	boudoir	NOUN
.	.	PUNCTsent
ce	ce	PRON
est	être	AUX
à	à	ADP
Paris	Paris	PROPN
la	le	DET
plus	plus	ADV
grande	grand	ADJ
expression	expression	NOUN
connue	connaître	VERB
de	de	ADP
la	le	DET
satisfaction	satisfaction	NOUN
personnelle	personnel	ADJ
chez	chez	ADP
l'	le	DET
homme	homme	NOUN
.	.	PUNCTsent
En	en	ADP
apercevant	apercevoir	VERB
de	de	ADP
loin	loin	ADV
ce	ce	DET
vieillard	vieillard	NOUN
,	,	PUNCTclause
les	le	DET
personnes	personne	NOUN
qui	qui	PRON
sont	être	VERB
là	là	ADV
tous	tout	ADJ
les	le	DET
jours	jour	NOUN
assises	asseoir	VERB
sur	sur	ADP
des	un	DET
chaises	chaise	NOUN
,	,	PUNCTclause
livrées	livrer	VERB
au	au	ADP_DET
plaisir	plaisir	NOUN
de	de	ADP
analyser	analyser	VERB
les	le	DET
passants	passant	NOUN
,	,	PUNCTclause
laissaient	laisser	VERB
toutes	tout	ADJ
poindre	poindre	VERB
dans	dans	ADP
leurs	leur	DET
physionomies	physionomie	NOUN
ce	ce	DET
sourire	sourire	NOUN
particulier	particulier	ADJ
aux	au	ADP_DET
gens	gens	NOUN
de	de	ADP
Paris	Paris	PROPN
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
dit	dire	VERB
tant de	tant de	DET
choses	chose	NOUN
ironiques	ironique	ADJ
,	,	PUNCTclause
moqueuses	moqueur	ADJ
ou	ou	CCONJ
compatissantes	compatissant	ADJ
,	,	PUNCTclause
mais	mais	CCONJ
qui	qui	PRON
,	,	PUNCTclause
pour	pour	ADP
animer	animer	VERB
le	le	DET
visage	visage	NOUN
du	du	ADP_DET
Parisien	Parisien	PROPN
,	,	PUNCTclause
blasé	blaser	VERB
sur	sur	ADP
tous	tout	ADJ
les	le	DET
spectacles	spectacle	NOUN
possibles	possible	ADJ
,	,	PUNCTclause
exigent	exiger	VERB
de	de	ADP
hautes	haut	ADJ
curiosités	curiosité	NOUN
vivantes	vivant	ADJ
.	.	PUNCTsent
Un	un	DET
mot	mot	NOUN
fera	faire	AUX
comprendre	comprendre	VERB
et	et	CCONJ
la	le	DET
valeur	valeur	NOUN
archéologique	archéologique	ADJ
de	de	ADP
ce	ce	DET
bonhomme	bonhomme	NOUN
et	et	CCONJ
la	le	DET
raison	raison	NOUN
du	du	ADP_DET
sourire	sourire	NOUN
qui	qui	PRON
se	se	PRON
répétait	répéter	VERB
comme	comme	ADP
un	un	DET
écho	écho	NOUN
dans	dans	ADP
tous	tous	PRON
les	le	DET
yeux	œil	NOUN
.	.	PUNCTsent
On	on	PRON
demandait	demander	VERB
à	à	ADP
Hyacinthe	Hyacinthe	PROPN
,	,	PUNCTclause
un	un	DET
acteur	acteur	NOUN
célèbre	célèbre	ADJ
par	par	ADP
ses	son	DET
saillies	saillie	NOUN
,	,	PUNCTclause
où	où	PRON
il	il	PRON
faisait	faire	VERB
faire	faire	VERB
les	le	DET
chapeaux	chapeau	NOUN
à	à	ADP
la	le	DET
vue	vue	NOUN
desquels	desquels	PRON
la	le	DET
salle	salle	NOUN
pouffe	pouffer	VERB
de	de	ADP
rire	rire	NOUN
:	:	PUNCTclause
«	«	PUNCTclause
—	—	PUNCTclause
Je	je	PRON
ne	ne	ADV
les	le:PRON	PRON
fais	faire	VERB
point	point	ADV
faire	faire	VERB
,	,	PUNCTclause
je	je	PRON
les	le:PRON	PRON
garde	garder	VERB
?	?	PUNCTsent
»	»	PUNCTclause
répondit	répondre	VERB
il	il	PRON
.	.	PUNCTsent
hé	hé	INTJ
bien	bien	ADV
!	!	PUNCTsent
il	il	PRON
se	se	PRON
rencontre	rencontrer	VERB
dans	dans	ADP
le	le	DET
million	million	NOUN
de	de	ADP
acteurs	acteur	NOUN
qui	qui	PRON
composent	composer	VERB
la	le	DET
grande	grand	ADJ
troupe	troupe	NOUN
de	de	ADP
Paris	Paris	PROPN
,	,	PUNCTclause
des	un	DET
Hyacinthes	Hyacinthes	PROPN
sans	sans	ADP
le	le	DET
savoir	savoir	NOUN
qui	qui	PRON
gardent	garder	VERB
sur	sur	ADP
eux	eux	PRON
tous	tout	ADJ
les	le	DET
ridicules	ridicule	NOUN
de	de	ADP
un	un	DET
temps	temps	NOUN
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
vous	vous	PRON
apparaissent	apparaître	VERB
comme	comme	ADP
la	le	DET
personnification	personnification	NOUN
de	de	ADP
toute	toute	DET
une	un	DET
époque	époque	NOUN
pour	pour	ADP
vous	vous	PRON
arracher	arracher	VERB
une	un	DET
bouffée	bouffée	NOUN
de	de	ADP
gaieté	gaieté	NOUN
quand	quand	SCONJ
vous	vous	PRON
vous	vous	PRON
promenez	promener	VERB
en	en	ADP
dévorant	dévorer	VERB
quelque	quelque	DET
chagrin	chagrin	NOUN
amer	amer	ADJ
causé	causer	VERB
par	par	ADP
la	le	DET
trahison	trahison	NOUN
de	de	ADP
un	un	DET
ex-ami	ex-ami	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
En	en	ADP
conservant	conserver	VERB
dans	dans	ADP
quelques	quelque	DET
détails	détail	NOUN
de	de	ADP
sa	son	DET
mise	mise	NOUN
une	un	DET
fidélité	fidélité	NOUN
quand même	quand même	ADV
aux	au	ADP_DET
modes	mode	NOUN
de	de	ADP
l'	le	DET
an	an	NOUN
1806	1806	NUM
,	,	PUNCTclause
ce	ce	PRON
passant	passer	VERB
rappelait	rappeler	VERB
l'	le	DET
Empire	empire	NOUN
sans	sans	ADP
être	être	AUX
par	par	ADP
trop	trop	ADV
caricature	caricature	NOUN
.	.	PUNCTsent
Pour	pour	ADP
les	le	DET
observateurs	observateur	NOUN
,	,	PUNCTclause
cette	ce	DET
finesse	finesse	NOUN
rend	rendre	VERB
ces	ce	DET
sortes	sorte	NOUN
de	de	ADP
évocations	évocation	NOUN
extrêmement	extrêmement	ADV
précieuses	précieux	ADJ
.	.	PUNCTsent
Mais	mais	CCONJ
cet	ce	DET
ensemble	ensemble	NOUN
de	de	ADP
petites	petit	ADJ
choses	chose	NOUN
voulait	vouloir	VERB
l'	le	DET
attention	attention	NOUN
analytique	analytique	ADJ
dont	dont	PRON
sont	être	AUX
doués	doué	ADJ
les	le	DET
connaisseurs	connaisseur	NOUN
en	en	ADP
flânerie	flânerie	NOUN
;	;	PUNCTclause
et	et	CCONJ
,	,	PUNCTclause
pour	pour	ADP
exciter	exciter	VERB
le	le	DET
rire	rire	NOUN
à	à	ADP
distance	distance	NOUN
,	,	PUNCTclause
le	le	DET
passant	passant	ADJ
devait	devoir	VERB
offrir	offrir	VERB
une	un	DET
de	de	ADP
ces	ce	DET
énormités	énormité	NOUN
à	à	ADP
crever	crever	VERB
les	le	DET
yeux	œil	NOUN
,	,	PUNCTclause
comme	comme	SCONJ
on	on	PRON
dit	dire	VERB
,	,	PUNCTclause
et	et	CCONJ
que	que	SCONJ
les	le	DET
acteurs	acteur	NOUN
recherchent	rechercher	VERB
pour	pour	ADP
assurer	assurer	VERB
le	le	DET
succès	succès	NOUN
de	de	ADP
leurs	leur	DET
entrées	entrée	NOUN
.	.	PUNCTsent
Ce	ce	DET
vieillard	vieillard	NOUN
,	,	PUNCTclause
sec	sec	ADJ
et	et	CCONJ
maigre	maigre	ADJ
,	,	PUNCTclause
portait	porter	VERB
un	un	DET
spencer	spencer	NOUN
couleur	couleur	NOUN
noisette	noisette	NOUN
sur	sur	ADP
un	un	DET
habit	habit	NOUN
verdâtre	verdâtre	ADJ
à	à	ADP
boutons	bouton	NOUN
de	de	ADP
métal	métal	NOUN
blanc	blanc	ADJ
!…	!…	PUNCTsent
Un	un	DET
homme	homme	NOUN
en	en	ADP
spencer	spencer	NOUN
,	,	PUNCTclause
en	en	ADP
1844	1844	NUM
,	,	PUNCTclause
ce	ce	PRON
est	être	AUX
,	,	PUNCTclause
voyez	voir	VERB
vous	vous	PRON
,	,	PUNCTclause
comme	comme	SCONJ
si	si	SCONJ
Napoléon	Napoléon	PROPN
eût	avoir	VERB
daigné	daigner	VERB
ressusciter	ressusciter	VERB
pour	pour	ADP
deux	deux	NUM
heures	heure	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Le	le	DET
spencer	spencer	NOUN
fut	être	AUX
inventé	inventer	VERB
,	,	PUNCTclause
comme	comme	ADP
son	son	DET
nom	nom	NOUN
l'	le:PRON	PRON
indique	indiquer	VERB
,	,	PUNCTclause
par	par	ADP
un	un	DET
lord	lord	NOUN
sans doute	sans doute	ADV
vain	vain	ADJ
de	de	ADP
sa	son	DET
jolie	joli	ADJ
taille	taille	NOUN
.	.	PUNCTsent
avant	avant	ADP
la	le	DET
paix	paix	NOUN
de	de	ADP
Amiens	Amiens	PROPN
,	,	PUNCTclause
cet	ce	DET
Anglais	anglais	NOUN
avait	avoir	AUX
résolu	résoudre	VERB
le	le	DET
problème	problème	NOUN
de	de	ADP
couvrir	couvrir	VERB
le	le	DET
buste	buste	NOUN
sans	sans	ADP
assommer	assommer	VERB
le	le	DET
corps	corps	NOUN
par	par	ADP
le	le	DET
poids	poids	NOUN
de	de	ADP
cet	ce	DET
affreux	affreux	NOUN
carrick	carrick	NOUN
qui	qui	PRON
finit	finir	VERB
aujourd'hui	aujourd'hui	ADV
sur	sur	ADP
le	le	DET
dos	dos	NOUN
des	un	ADP_DET
vieux	vieux	ADJ
cochers	cocher	NOUN
de	de	ADP
fiacre	fiacre	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
comme	comme	SCONJ
les	le	DET
fines	fin	NOUN
tailles	taille	NOUN
sont	être	AUX
en	en	ADP
minorité	minorité	NOUN
,	,	PUNCTclause
la	le	DET
mode	mode	NOUN
du	du	ADP_DET
spencer	spencer	NOUN
pour	pour	ADP
homme	homme	NOUN
ne	ne	ADV
eut	avoir	VERB
en	en	ADP
France	France	PROPN
que	que	SCONJ
un	un	DET
succès	succès	NOUN
passager	passager	ADJ
,	,	PUNCTclause
quoique	quoique	SCONJ
ce	ce	PRON
fût	être	AUX
une	un	DET
invention	invention	NOUN
anglaise	anglais	ADJ
.	.	PUNCTsent
À	à	ADP
la	le	DET
vue	vue	NOUN
du	du	ADP_DET
spencer	spencer	NOUN
,	,	PUNCTclause
les	le	DET
gens	gens	NOUN
de	de	ADP
quarante	quarante	NUM
à	à	ADP
cinquante	cinquante	NUM
ans	an	NOUN
revêtaient	revêtir	VERB
par	par	ADP
la	le	DET
pensée	pensée	NOUN
ce	ce	PRON
monsieur	monsieur	NOUN
de	de	ADP
bottes	botte	NOUN
à	à	ADP
revers	revers	NOUN
,	,	PUNCTclause
de	de	ADP
une	un	DET
culotte	culotte	NOUN
de	de	ADP
casimir	casimir	NOUN
vert-pistache	vert-pistache	ADJ
à	à	ADP
nœud	nœud	NOUN
de	de	ADP
rubans	ruban	NOUN
,	,	PUNCTclause
et	et	CCONJ
se	se	PRON
revoyaient	revoir	VERB
