# columns = TERM LEMMA POS
# identifier = balzac1829FC84-11
# creator = Balzac, Honoré de
# created = 1829
# modified = 1846
# isPartOf = Physiologie du mariage, ou Méditations de philosophie éclectique sur le bonheur et le malheur conjugal. Études analytiques
# title = Méditation X.  Traité de politique maritale

↵↵↵	↵↵↵	PUNCT
le	le	DET
premier	premier	ADJ
et	et	CCONJ
le	le	DET
plus	plus	ADV
vital	vital	ADJ
de	de	ADP
vos	vos	DET
devoirs	devoir	NOUN
est	être	AUX
il	il	PRON
dans	dans	ADP
une	un	DET
dissimulation	dissimulation	NOUN
perpétuelle	perpétuel	ADJ
à	à	ADP
laquelle	laquelle	PRON
manquent	manquer	VERB
presque	presque	ADV
tous	tous	ADJ
les	le	DET
maris	mari	NOUN
.	.	PUNCTsent
en	en	ADP
se	se	PRON
apercevant	apercevoir	VERB
de	de	ADP
un	un	DET
symptôme	symptôme	NOUN
minotaurique	minotaurique	ADJ
un	un	DET
peu	peu	NOUN
trop	trop	ADV
marqué	marquer	VERB
chez	chez	ADP
leurs	leur	DET
femmes	femme	NOUN
,	,	PUNCTclause
la plupart	la plupart	DET
des	un	ADP_DET
hommes	homme	NOUN
témoignent	témoigner	VERB
,	,	PUNCTclause
tout	tout	PRON
d'abord	d'abord	DET
,	,	PUNCTclause
de	de	ADP
insultantes	insultant	NOUN
méfiances	méfiance	NOUN
.	.	PUNCTsent
leurs	leur	DET
caractères	caractère	NOUN
contractent	contracter	VERB
une	un	DET
acrimonie	acrimonie	NOUN
qui	qui	PRON
perce	percer	VERB
ou	ou	CCONJ
dans	dans	ADP
leurs	leur	DET
discours	discours	NOUN
,	,	PUNCTclause
ou	ou	CCONJ
dans	dans	ADP
leurs	leur	DET
manières	manière	NOUN
;	;	PUNCTclause
et	et	CCONJ
la	le	DET
crainte	crainte	NOUN
est	être	AUX
,	,	PUNCTclause
dans	dans	ADP
leur	leur	DET
âme	âme	NOUN
,	,	PUNCTclause
comme	comme	ADP
un	un	DET
becs de gaz	becs de gaz	NOUN
sous	sous	ADP
un	un	DET
globe	globe	NOUN
de	de	ADP
verre	verre	NOUN
,	,	PUNCTclause
elle	elle	PRON
éclaire	éclairer	VERB
leur	leur	DET
visage	visage	NOUN
aussi	aussi	ADV
puissamment	puissamment	ADV
que	que	SCONJ
elle	elle	PRON
explique	expliquer	VERB
leur	leur	DET
conduite	conduite	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCT
or	or	CCONJ
,	,	PUNCTclause
une	un	DET
femme	femme	NOUN
qui	qui	PRON
a	avoir	VERB
,	,	PUNCTclause
sur	sur	ADP
vous	vous	PRON
,	,	PUNCTclause
douze	douze	NUM
heures	heure	NOUN
dans	dans	ADP
la	le	DET
journée	journée	NOUN
pour	pour	ADP
réfléchir	réfléchir	VERB
et	et	CCONJ
vous	vous	PRON
observer	observer	VERB
,	,	PUNCTclause
lit	lire	VERB
vos	vos	DET
soupçons	soupçon	NOUN
écrits	écrire	VERB
sur	sur	ADP
votre	votre	DET
front	front	NOUN
au	au	ADP_DET
moment	moment	NOUN
même	même	ADV
où	où	PRON
ils	ils	PRON
se	se	PRON
forment	former	VERB
.	.	PUNCTsent
cette	ce	DET
injure	injure	NOUN
gratuite	gratuit	ADJ
,	,	PUNCTclause
elle	elle	PRON
ne	ne	ADV
la	le	DET
pardonnera	pardonner	AUX
jamais	jamais	ADV
.	.	PUNCTsent
là	là	ADV
,	,	PUNCTclause
il	il	PRON
ne	ne	ADV
existe	exister	VERB
plus	plus	ADV
de	de	ADP
remède	remède	NOUN
;	;	PUNCTclause
là	là	ADV
,	,	PUNCTclause
tout	tout	PRON
est	être	AUX
dit	dire	VERB
:	:	PUNCTclause
le	le	DET
lendemain	lendemain	NOUN
même si	même si	ADV
il y a	il y a	PRON
lieu	lieu	NOUN
,	,	PUNCTclause
elle	elle	PRON
se	se	PRON
range	ranger	VERB
parmi	parmi	ADP
les	le	DET
femmes	femme	NOUN
inconséquentes	inconséquent	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCT
vous	vous	PRON
devez	devoir	VERB
donc	donc	ADV
,	,	PUNCTclause
dans	dans	ADP
la	le	DET
situation	situation	NOUN
respective	respectif	ADJ
des	un	ADP_DET
deux	deux	NUM
parties	partie	NOUN
belligérantes	belligérant	ADJ
,	,	PUNCTclause
commencer	commencer	VERB
par	par	ADP
affecter	affecter	VERB
envers	envers	ADP
votre	votre	DET
femme	femme	NOUN
cette	ce	DET
confiance	confiance	NOUN
sans	sans	ADP
bornes	borne	NOUN
que	que	SCONJ
vous	vous	PRON
aviez	avoir	VERB
naguère	naguère	ADV
en	en	ADP
elle	elle	PRON
.	.	PUNCTsent
si	si	SCONJ
vous	vous	PRON
cherchez	chercher	VERB
à	à	ADP
l'	le	DET
entretenir	entretenir	NOUN
dans	dans	ADP
l'	le	DET
erreur	erreur	NOUN
par	par	ADP
de	de	ADP
mielleuses	mielleux	NOUN
paroles	parole	ADJ
,	,	PUNCTclause
vous	vous	PRON
êtes	être	AUX
perdu	perdre	VERB
,	,	PUNCTclause
elle	elle	PRON
ne	ne	ADV
vous	vous	PRON
croira	croire	VERB
pas	pas	ADV
;	;	PUNCTclause
car	car	CCONJ
elle	elle	PRON
a	avoir	VERB
sa	son	DET
politique	politique	NOUN
comme	comme	ADP
vous	vous	PRON
avez	avoir	VERB
les vôtres	les vôtres	DET
.	.	PUNCTsent
or	or	CCONJ
,	,	PUNCTclause
il	il	PRON
faut	falloir	VERB
autant	autant	ADV
de	de	ADP
finesse	finesse	NOUN
que	que	ADV
de	de	ADP
bonhomie	bonhomie	NOUN
dans	dans	ADP
vos	vos	DET
actions	action	NOUN
,	,	PUNCTclause
pour	pour	ADP
lui	lui	PRON
inculquer	inculquer	VERB
,	,	PUNCTclause
à	à	ADP
son	son	DET
propre	propre	ADJ
insu	insu	NOUN
,	,	PUNCTclause
ce	ce	DET
précieux	précieux	ADJ
sentiment	sentiment	NOUN
de	de	ADP
sécurité	sécurité	NOUN
qui	qui	PRON
l'	le	DET
invite	invite	NOUN
à	à	ADP
remuer	remuer	VERB
les	le	DET
oreilles	oreille	NOUN
,	,	PUNCTclause
et	et	CCONJ
vous	vous	PRON
permet	permettre	VERB
de	de	ADP
ne	ne	ADV
user	user	VERB
que	que	ADV
à propos de	à propos de	ADP
la	le	DET
bride	bride	NOUN
ou	ou	CCONJ
de	de	ADP
l'	le	DET
éperon	éperon	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCT
mais	mais	CCONJ
comment	comment	ADV
oser	oser	VERB
comparer	comparer	VERB
un	un	DET
cheval	cheval	NOUN
,	,	PUNCTclause
de	de	ADP
toutes	toutes	ADJ
les	le	DET
créatures	créature	NOUN
la	le	DET
plus	plus	ADV
candide	candide	ADJ
,	,	PUNCTclause
à	à	ADP
un	un	DET
être	être	NOUN
que	que	SCONJ
les	le	DET
spasmes	spasme	NOUN
de	de	ADP
sa	son	DET
pensée	pensée	NOUN
et	et	CCONJ
les	le	DET
affections	affection	NOUN
de	de	ADP
ses	son	DET
organes	organe	NOUN
rendent	rendre	VERB
par	par	ADP
moments	moment	NOUN
plus	plus	ADV
prudent	prudent	ADJ
que	que	SCONJ
le	le	DET
Servite	Servite	NOUN
Fra-Paolo	Fra-Paolo	PROPN
,	,	PUNCTclause
le	le	DET
plus	plus	ADV
terrible	terrible	ADJ
consulteur	consulteur	NOUN
que	que	SCONJ
les	le	DET
dix	dix	PROPN
aient	avoir	AUX
eu	avoir	VERB
à	à	ADP
Venise	Venise	PROPN
;	;	PUNCTclause
plus	plus	ADV
dissimulé	dissimuler	VERB
que	que	ADV
un	un	DET
roi	roi	NOUN
;	;	PUNCTclause
plus	plus	ADV
adroit	adroit	ADJ
que	que	SCONJ
Louis	Louis	PROPN
XI	XI	NUM
;	;	PUNCTclause
plus	plus	ADV
profond	profond	ADJ
que	que	SCONJ
Machiavel	Machiavel	PROPN
;	;	PUNCTclause
sophistique	sophistique	ADJ
autant	autant	ADV
que	que	SCONJ
Hobbes	Hobbes	PROPN
;	;	PUNCTclause
fin	fin	NOUN
comme	comme	ADP
Voltaire	Voltaire	PROPN
;	;	PUNCTclause
plus	plus	ADV
facile	facile	ADJ
que	que	SCONJ
la	le	DET
fiancée	fiancé	NOUN
de	de	ADP
Mamolin	Mamolin	PROPN
,	,	PUNCTclause
et	et	CCONJ
qui	qui	PRON
,	,	PUNCTclause
dans	dans	ADP
le	le	DET
monde entier	monde entier	NOUN
,	,	PUNCTclause
ne	ne	ADV
se	se	PRON
défie	défier	VERB
que	que	ADV
de	de	ADP
vous	vous	PRON
?	?	PUNCTsent
↵↵	↵↵	PUNCT
aussi	aussi	ADV
,	,	PUNCTclause
à	à	ADP
cette	ce	DET
dissimulation	dissimulation	NOUN
,	,	PUNCTclause
grâce à	grâce à	NOUN
laquelle	laquelle	PRON
les	le	DET
ressorts	ressort	NOUN
de	de	ADP
votre	votre	DET
conduite	conduite	NOUN
doivent	devoir	VERB
devenir	devenir	VERB
aussi	aussi	ADV
invisibles	invisible	ADJ
que	que	SCONJ
ceux	ceux	PRON
de	de	ADP
l'	le	DET
univers	univers	NOUN
,	,	PUNCTclause
vous	vous	PRON
est	être	AUX
il	il	PRON
nécessaire	nécessaire	ADJ
de	de	ADP
joindre	joindre	VERB
un	un	DET
empire	empire	NOUN
absolu	absolu	ADJ
sur	sur	ADP
vous-même	vous-même	PRON
.	.	PUNCTsent
l'	le	DET
imperturbabilité	imperturbabilité	NOUN
diplomatique	diplomatique	ADJ
si	si	ADV
vantée	vanter	VERB
de	de	ADP
monsieur	monsieur	NOUN
de	de	ADP
Talleyrand	Talleyrand	PROPN
sera	être	AUX
la	le	DET
moindre	moindre	ADJ
de	de	ADP
vos	vos	DET
qualités	qualité	NOUN
;	;	PUNCTclause
son	son	DET
exquise	exquis	NOUN
politesse	politesse	NOUN
,	,	PUNCTclause
la	le	DET
grâce	grâce	NOUN
de	de	ADP
ses	son	DET
manières	manière	NOUN
respireront	respirer	VERB
dans	dans	ADP
tous	tous	ADJ
vos	vos	DET
discours	discours	NOUN
.	.	PUNCTsent
le	le	DET
professeur	professeur	NOUN
vous	vous	PRON
défend	défendre	VERB
ici	ici	ADV
très-expressément	très-expressément	ADV
l'	le	DET
usage	usage	NOUN
de	de	ADP
la	le	DET
cravache	cravache	NOUN
si	si	SCONJ
vous	vous	PRON
voulez	vouloir	VERB
parvenir	parvenir	VERB
à	à	ADP
ménager	ménager	VERB
votre	votre	DET
gentille	gentil	NOUN
andalouse	andalouse	PROPN
.	.	PUNCTsent
↵↵	↵↵	PUNCT
		TOKEN
↵↵	↵↵	PUNCT
que	que	SCONJ
un	un	DET
homme	homme	NOUN
batte	battre	VERB
sa	son	DET
maîtresse	maître	NOUN
…	…	PUNCTsent
ce	ce	PRON
est	être	AUX
une	un	DET
blessure	blessure	NOUN
;	;	PUNCTclause
mais	mais	CCONJ
sa	son	DET
femme	femme	NOUN
!…	!…	PUNCTsent
ce	ce	PRON
est	être	AUX
un	un	DET
suicide	suicide	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCT
comment	comment	ADV
donc	donc	ADV
concevoir	concevoir	VERB
un	un	DET
gouvernement	gouvernement	NOUN
sans	sans	ADP
maréchaussée	maréchaussée	NOUN
,	,	PUNCTclause
une	un	DET
action	action	NOUN
sans	sans	ADP
force	force	NOUN
,	,	PUNCTclause
un	un	DET
pouvoir	pouvoir	NOUN
désarmé	désarmer	VERB
?…	?…	PUNCTsent
voilà	voilà	VERB
le	le	DET
problème	problème	NOUN
que	que	SCONJ
nous	nous	PRON
essaierons	essayer	VERB
de	de	ADP
résoudre	résoudre	VERB
dans	dans	ADP
nos	nos	DET
méditations	méditation	NOUN
futures	futur	ADJ
.	.	PUNCTsent
mais	mais	CCONJ
il	il	PRON
existe	exister	VERB
encore	encore	ADV
deux	deux	NUM
observations	observation	NOUN
préliminaires	préliminaire	ADJ
à	à	ADP
vous	vous	PRON
soumettre	soumettre	VERB
.	.	PUNCTsent
elles	elles	PRON
vont	aller	VERB
nous	nous	PRON
livrer	livrer	VERB
deux	deux	NUM
autres	autre	ADJ
théories	théorie	NOUN
qui	qui	PRON
entreront	entrer	VERB
dans	dans	ADP
l'	le	DET
application	application	NOUN
de	de	ADP
tous	tous	ADJ
les	le	DET
moyens	moyen	NOUN
mécaniques	mécanique	ADJ
desquels	desquels	PRON
nous	nous	PRON
allons	aller	VERB
vous	vous	PRON
proposer	proposer	VERB
l'	le	DET
emploi	emploi	NOUN
.	.	PUNCTsent
un	un	DET
exemple	exemple	NOUN
vivant	vivre	VERB
rafraîchira	rafraîchir	VERB
ces	ce	DET
arides	aride	NOUN
et	et	CCONJ
sèches	sec	NOUN
dissertations	dissertation	VERB
:	:	PUNCTclause
n'est-ce pas	n'est-ce pas	ADV
quitter	quitter	VERB
le	le	DET
livre	livre	NOUN
pour	pour	ADP
opérer	opérer	VERB
sur	sur	ADP
le	le	DET
terrain	terrain	NOUN
?	?	PUNCTsent
↵↵	↵↵	PUNCT
l'	le	DET
an	an	NOUN
1822	1822	NUM
,	,	PUNCTclause
par	par	ADP
une	un	DET
belle	beau	ADJ
matinée	matinée	NOUN
du	du	ADP_DET
mois	mois	NOUN
de	de	ADP
janvier	janvier	NOUN
,	,	PUNCTclause
je	je	PRON
remontais	remonter	VERB
les	le	DET
boulevards	boulevard	NOUN
de	de	ADP
Paris	Paris	PROPN
depuis	depuis	ADP
les	le	DET
paisibles	paisible	NOUN
sphères	sphère	ADJ
du	du	ADP_DET
marais	marais	NOUN
jusque	jusque	ADP
aux	au	ADP_DET
élégantes	élégant	ADJ
régions	région	NOUN
de	de	ADP
la	le	DET
Chaussée-d'Antin	Chaussée-d'Antin	PROPN
,	,	PUNCTclause
observant	observer	VERB
pour	pour	ADP
la première fois	la première fois	DET
,	,	PUNCTclause
non sans	non sans	ADV
une	un	DET
joie	joie	NOUN
philosophique	philosophique	ADJ
,	,	PUNCTclause
ces	ce	DET
singulières	singulier	NOUN
dégradations	dégradation	NOUN
de	de	ADP
physionomie	physionomie	NOUN
et	et	CCONJ
ces	ce	DET
variétés	variété	NOUN
de	de	ADP
toilette	toilette	NOUN
qui	qui	PRON
,	,	PUNCTclause
depuis	depuis	ADP
la	le	DET
rue	rue	NOUN
du	du	ADP_DET
Pas-de-la-Mule	Pas-de-la-Mule	PROPN
jusque	jusque	ADP
à	à	ADP
la	le	DET
Madeleine	Madeleine	PROPN
,	,	PUNCTclause
font	faire	VERB
de	de	ADP
chaque	chaque	DET
portion	portion	NOUN
du	du	ADP_DET
boulevard	boulevard	NOUN
un	un	DET
monde	monde	NOUN
particulier	particulier	ADJ
,	,	PUNCTclause
et	et	CCONJ
de	de	ADP
toute	toute	DET
cette	ce	NOUN
zone	zone	NOUN
parisienne	parisien	ADJ
un	un	DET
large	large	ADJ
échantillon	échantillon	NOUN
de	de	ADP
mœurs	mœurs	NOUN
.	.	PUNCTsent
ne	ne	ADV
ayant	avoir	VERB
encore	encore	ADV
aucune	aucun	DET
idée	idée	NOUN
des	un	ADP_DET
choses	chose	NOUN
de	de	ADP
la	le	DET
vie	vie	NOUN
,	,	PUNCTclause
et	et	CCONJ
ne	ne	ADV
me	me	PRON
doutant	douter	VERB
guère	guère	ADV
que	que	SCONJ
un	un	DET
jour	jour	NOUN
je	je	PRON
aurais	avoir	AUX
l'	le	DET
outrecuidance	outrecuidance	NOUN
de	de	ADP
me	me	PRON
ériger	ériger	VERB
en	en	ADP
législateur	législateur	NOUN
du	du	ADP_DET
mariage	mariage	NOUN
,	,	PUNCTclause
je	je	PRON
allais	aller	VERB
déjeuner	déjeuner	VERB
chez	chez	ADP
un	un	DET
de	de	NOUN
mes	mon	DET
amis	ami	NOUN
de	de	ADP
collège	collège	NOUN
qui	qui	PRON
se	se	PRON
était	être	AUX
de	de	ADP
trop	trop	ADV
bonne	bon	ADJ
heure	heure	NOUN
,	,	PUNCTclause
peut-être	peut-être	NOUN
,	,	PUNCTclause
affligé	affliger	VERB
de	de	ADP
une	un	DET
femme	femme	NOUN
et	et	CCONJ
de	de	ADP
deux	deux	NUM
enfants	enfant	NOUN
.	.	PUNCTsent
mon	mon	DET
ancien	ancien	ADJ
professeur	professeur	NOUN
de	de	ADP
mathématiques	mathématique	NOUN
demeurant	demeurer	VERB
à	à	ADP
peu de	peu de	ADV
distance	distance	NOUN
de	de	ADP
la	le	DET
maison	maison	NOUN
que	que	PRON
habitait	habiter	VERB
mon	mon	DET
camarade	camarade	NOUN
,	,	PUNCTclause
je	je	PRON
me	me	PRON
étais	être	AUX
promis	promettre	VERB
de	de	ADP
rendre	rendre	VERB
une	un	DET
visite	visite	NOUN
à	à	ADP
ce	ce	DET
digne	digne	ADJ
mathématicien	mathématicien	NOUN
,	,	PUNCTclause
avant de	avant de	ADV
livrer	livrer	VERB
mon	mon	DET
estomac	estomac	NOUN
à	à	ADP
toutes	toutes	ADJ
les	le	DET
friandises	friandise	NOUN
de	de	ADP
l'	le	DET
amitié	amitié	NOUN
.	.	PUNCTsent
je	je	PRON
pénétrai	pénétrer	VERB
facilement	facilement	ADV
jusque	jusque	ADP
au	au	ADP_DET
cœur	cœur	NOUN
de	de	ADP
un	un	DET
cabinet	cabinet	NOUN
,	,	PUNCTclause
où	où	PRON
tout	tout	PRON
était	être	AUX
couvert	couvrir	VERB
de	de	ADP
une	un	DET
poussière	poussière	NOUN
attestant	attester	VERB
les	le	DET
honorables	honorable	NOUN
distractions	distraction	NOUN
du	du	ADP_DET
savant	savant	NOUN
.	.	PUNCTsent
une	un	DET
surprise	surprise	NOUN
me	me	PRON
y	y	PRON
était	être	AUX
réservée	réserver	VERB
.	.	PUNCTsent
je	je	PRON
aperçus	apercevoir	VERB
une	un	DET
jolie	joli	ADJ
dame	dame	NOUN
assise	asseoir	VERB
sur	sur	ADP
le	le	DET
bras	bras	NOUN
de	de	ADP
un	un	DET
fauteuil	fauteuil	NOUN
comme	comme	ADP
si	si	SCONJ
elle	elle	PRON
eût	avoir	VERB
monté	monter	VERB
un	un	DET
cheval	cheval	NOUN
anglais	anglais	ADJ
,	,	PUNCTclause
elle	elle	PRON
me	me	PRON
fit	faire	VERB
cette	ce	DET
petite	petit	ADJ
grimace	grimace	NOUN
de	de	ADP
convention	convention	NOUN
réservée	réserver	VERB
par	par	ADP
les	le	DET
maîtresse de maison	maîtresse de maison	NOUN
pour	pour	ADP
les	le	DET
personnes	personne	NOUN
que	que	SCONJ
elles	elles	PRON
ne	ne	ADV
connaissent	connaître	VERB
pas	pas	ADV
,	,	PUNCTclause
mais	mais	CCONJ
elle	elle	PRON
ne	ne	ADV
déguisa	déguiser	VERB
pas	pas	ADV
assez	assez	ADV
bien	bien	ADV
l'	le	DET
air	air	NOUN
boudeur	boudeur	ADJ
qui	qui	PRON
,	,	PUNCTclause
à	à	ADP
mon	mon	DET
arrivée	arrivée	NOUN
,	,	PUNCTclause
attristait	attrister	VERB
sa	son	DET
figure	figure	NOUN
,	,	PUNCTclause
pour que	pour que	ADP
je	je	PRON
ne	ne	ADV
devinasse	deviner	VERB
pas	pas	ADV
l'	le	DET
inopportunité	inopportunité	NOUN
de	de	ADP
ma	mon	DET
présence	présence	NOUN
.	.	PUNCTsent
sans doute	sans doute	ADP
occupé	occuper	VERB
de	de	ADP
une	un	DET
équation	équation	NOUN
,	,	PUNCTclause
mon	mon	DET
maître	maître	NOUN
ne	ne	ADV
avait	avoir	AUX
pas	pas	ADV
encore	encore	ADV
levé	lever	VERB
la	le	DET
tête	tête	NOUN
;	;	PUNCTclause
alors	alors	ADV
,	,	PUNCTclause
je	je	PRON
agitai	agiter	VERB
ma	mon	DET
main	main	NOUN
droite	droite	NOUN
vers	vers	ADP
la	le	DET
jeune	jeune	ADJ
dame	dame	NOUN
,	,	PUNCTclause
comme	comme	ADP
un	un	DET
poisson	poisson	NOUN
qui	qui	PRON
remue	remuer	VERB
sa	son	DET
nageoire	nageoire	NOUN
,	,	PUNCTclause
et	et	CCONJ
je	je	PRON
me	me	PRON
retirai	retirer	VERB
sur	sur	ADP
la	le	DET
pointe	pointe	NOUN
des	un	ADP_DET
pieds	pied	NOUN
en	en	ADP
lui	lui	PRON
lançant	lancer	VERB
un	un	DET
mystérieux	mystérieux	ADJ
sourire	sourire	NOUN
qui	qui	PRON
pouvait	pouvoir	VERB
se	se	PRON
traduire	traduire	VERB
par	par	ADP
:	:	PUNCTclause
«	«	PUNCTclause
ce	ce	DET
ne	ne	NOUN
sera	être	AUX
certes	certes	ADV
pas	pas	ADV
moi	moi	PRON
qui	qui	PRON
vous	vous	PRON
empêcherai	empêcher	VERB
de	de	ADP
lui	lui	PRON
faire	faire	AUX
faire	faire	AUX
une	un	DET
infidélité	infidélité	NOUN
à	à	ADP
Uranie	Uranie	PROPN
.	.	PUNCTsent
»	»	PUNCTclause
elle	elle	PRON
laissa	laisser	VERB
échapper	échapper	VERB
un	un	DET
de	de	NOUN
ces	ce	DET
gestes	geste	NOUN
de	de	ADP
tête	tête	NOUN
dont	dont	PRON
la	le	DET
gracieuse	gracieux	ADJ
vivacité	vivacité	NOUN
ne	ne	ADV
peut	pouvoir	VERB
se	se	PRON
traduire	traduire	VERB
.	.	PUNCTsent
—	—	PUNCTclause
«	«	PUNCTclause
hé	hé	NOUN
!	!	PUNCTsent
mon	mon	DET
bon	bon	ADJ
