# columns = TERM LEMMA POS PROB
# identifier = balzac1831FC65
# creator = Balzac, Honoré de
# created = 1831
# modified = 1845
# title = Jésus-Christ en Flandre. Études philosophiques

↵↵	↵↵	PUNCTstruct
À	à	ADP
une	un	DET
époque	époque	NOUN
assez	assez	ADV
indéterminée	indéterminé	ADJ
de	de	DET
l'	le	NOUN
histoire	histoire	NOUN
brabançonne	brabançon	ADJ
,	,	PUNCTclause
les	le	DET
relations	relation	NOUN
entre	entre	ADP
l'	le	DET
île	île	NOUN
de	de	DET
Cadzant	Cadzant	PROPN
et	et	CCONJ
les	le	DET
côtes	côte	NOUN
de	de	DET
la	le	AUX
Flandre	Flandre	PROPN
étaient	être	AUX
entretenues	entretenir	VERB
par	par	ADP
une	un	DET
barque	barque	NOUN
destinée	destiner	VERB
au	au	ADP_DET
passage	passage	NOUN
des	un	ADP_DET
voyageurs	voyageur	NOUN
.	.	PUNCTsent
Capitale	capital	NOUN
de	de	DET
l'	le	NOUN
île	île	NOUN
,	,	PUNCTclause
Midelbourg	Midelbourg	PROPN
,	,	PUNCTclause
plus tard	plus tard	ADV
si	si	SCONJ
célèbre	célèbre	ADJ
dans	dans	ADP
les	le	DET
annales	annales	NOUN
du	du	ADP_DET
protestantisme	protestantisme	NOUN
,	,	PUNCTclause
comptait	compter	VERB
à peine	à peine	ADV
deux	deux	NUM
ou	ou	CCONJ
trois	trois	NUM
cents	cent	NOUN
feux	feu	ADJ
.	.	PUNCTsent
La	le	DET
riche	riche	ADJ
Ostende	Ostende	PROPN
était	être	AUX
un	un	DET
havre	havre	NOUN
inconnu	inconnu	ADJ
,	,	PUNCTclause
flanqué	flanquer	VERB
de	de	DET
une	un	PRON
bourgade	bourgade	ADJ
chétivement	chétivement	NOUN
peuplée	peupler	VERB
par	par	ADP
quelques	quelque	DET
pêcheurs	pêcheur	NOUN
,	,	PUNCTclause
par	par	ADP
de	de	DET
pauvres	pauvre	ADJ
négociants	négociant	NOUN
et	et	CCONJ
par	par	ADP
des	un	DET
corsaires	corsaire	NOUN
impunis	impuni	ADJ
.	.	PUNCTsent
Néanmoins	néanmoins	ADV
le	le	DET
bourg	bourg	NOUN
de	de	DET
Ostende	Ostende	PROPN
,	,	PUNCTclause
composé	composer	VERB
de	de	DET
une	une	NUM
vingtaine	vingtaine	NOUN
de	de	DET
maisons	maison	NOUN
et	et	CCONJ
de	de	DET
trois	trois	NUM
cents	cent	NOUN
cabanes	cabane	ADJ
,	,	PUNCTclause
chaumines	chaumine	NOUN
ou	ou	CCONJ
taudis	taudis	NOUN
construits	construire	VERB
avec	avec	ADP
des	un	DET
débris	débris	NOUN
de	de	DET
navires	navire	NOUN
naufragés	naufragé	ADJ
,	,	PUNCTclause
jouissait	jouir	VERB
de	de	DET
un	un	NUM
gouverneur	gouverneur	NOUN
,	,	PUNCTclause
de	de	DET
une	un	PRON
milice	milice	ADJ
,	,	PUNCTclause
de	de	DET
fourches	fourche	NOUN
patibulaires	patibulaire	ADJ
,	,	PUNCTclause
de	de	DET
un	un	PRON
couvent	couver	VERB
,	,	PUNCTclause
de	de	DET
un	un	PRON
bourgmestre	bourgmestre	ADJ
,	,	PUNCTclause
enfin	enfin	ADV
de	de	DET
tous	tout	ADJ
les	le	DET
organes	organe	NOUN
de	de	DET
une	un	PRON
civilisation	civilisation	NOUN
avancée	avancé	ADJ
.	.	PUNCTsent
Qui	qui	PRON
régnait	régner	VERB
alors	alors	ADV
en	en	ADP
Brabant	Brabant	PROPN
,	,	PUNCTclause
en	en	ADP
Flandre	Flandre	PROPN
,	,	PUNCTclause
en	en	ADP
Belgique	Belgique	PROPN
?	?	PUNCTsent
Sur	sur	ADP
ce	ce	DET
point	point	NOUN
,	,	PUNCTclause
la	le	DET
tradition	tradition	NOUN
est	être	AUX
muette	muet	ADJ
.	.	PUNCTsent
Avouons	avouer	VERB
le	le	DET
?	?	PUNCTsent
cette	ce	DET
histoire	histoire	NOUN
se	se	PRON
ressent	ressentir	VERB
étrangement	étrangement	ADV
du	du	ADP_DET
vague	vague	NOUN
,	,	PUNCTclause
de	de	DET
l'	le	NOUN
incertitude	incertitude	NOUN
,	,	PUNCTclause
du	du	ADP_DET
merveilleux	merveilleux	ADJ
que	que	SCONJ
les	le	DET
orateurs	orateur	NOUN
favoris	favori	ADJ
des	un	ADP_DET
veillées	veillée	NOUN
flamandes	flamand	ADJ
