# columns = TERM LEMMA POS
# identifier = dumas1844f-03
# creator = Dumas, Alexandre
# created = 1844
# isPartOf = Le château d'Eppstein
# title = II

↵↵↵	↵↵↵	PUNCTstruct
II	II	PRON
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
Et	et	CCONJ
maintenant	maintenant	ADV
,	,	PUNCTclause
si	si	SCONJ
nous	nous	PRON
quittons	quitter	VERB
les	le	DET
bords	bord	NOUN
du	du	ADP_DET
Mein	Mein	PROPN
et	et	CCONJ
le	le	DET
morne	morne	ADJ
château	château	NOUN
de	de	ADP
Eppstein	Eppstein	PROPN
pour	pour	ADP
les	le	DET
délicieux	délicieux	ADJ
environs	environ	NOUN
de	de	ADP
Vienne	Vienne	PROPN
et	et	CCONJ
pour	pour	ADP
la	le	DET
charmante	charmant	ADJ
villa	villa	NOUN
de	de	ADP
Winkel	Winkel	PROPN
,	,	PUNCTclause
nous	nous	PRON
trouverons	trouver	VERB
là	là	ADV
,	,	PUNCTclause
courant	courant	NOUN
parmi	parmi	ADP
les	le	DET
fleurs	fleur	NOUN
,	,	PUNCTclause
les	le	DET
cheveux	cheveu	NOUN
épars	épars	ADJ
et	et	CCONJ
le	le	DET
teint	teint	NOUN
animé	animé	ADJ
,	,	PUNCTclause
Albine	Albine	PROPN
de	de	ADP
Schwalbach	Schwalbach	PROPN
,	,	PUNCTclause
délicieuse	délicieux	ADJ
enfant	enfant	NOUN
de	de	ADP
seize	seize	NUM
ans	an	NOUN
.	.	PUNCTsent
au bout de	au bout de	ADP
l'	le	DET
allée	allée	NOUN
dans	dans	ADP
laquelle	laquelle	PRON
elle	elle	PRON
voltige	voltiger	VERB
,	,	PUNCTclause
le	le	DET
duc	duc	NOUN
son	son	DET
père	père	NOUN
,	,	PUNCTclause
moins	moins	ADV
grave	grave	ADJ
,	,	PUNCTclause
plus	plus	ADV
expansif	expansif	ADJ
que	que	SCONJ
son	son	DET
vieil	vieux	ADJ
ami	ami	NOUN
le	le	DET
comte	comte	NOUN
de	de	ADP
Eppstein	Eppstein	PROPN
,	,	PUNCTclause
est	être	AUX
assis	asseoir	VERB
sur	sur	ADP
un	un	DET
banc	banc	NOUN
de	de	ADP
pierre	pierre	NOUN
,	,	PUNCTclause
et	et	CCONJ
il	il	PRON
regarde	regarder	VERB
sa	son	DET
fille	fille	NOUN
,	,	PUNCTclause
qui	qui	PRON
lui	lui	PRON
fait	faire	AUX
mille	mille	NUM
et	et	CCONJ
mille	mille	NUM
coquetteries	coquetterie	NOUN
en passant	en passant	ADV
et	et	CCONJ
repassant	repasser	VERB
devant	devant	ADP
lui	lui	PRON
.	.	PUNCTsent
Le	le	DET
duc	duc	NOUN
de	de	ADP
Schwalbach	Schwalbach	PROPN
est	être	AUX
un	un	DET
véritable	véritable	ADJ
conseiller	conseiller	NOUN
allemand	allemand	ADJ
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
que	que	SCONJ
avez	avoir	VERB
vous	vous	PRON
donc	donc	ADV
depuis	depuis	ADP
ce	ce	DET
matin	matin	NOUN
,	,	PUNCTclause
père	père	NOUN
?	?	PUNCTsent
demanda	demander	VERB
la	le	DET
jeune	jeune	ADJ
fille	fille	NOUN
en	en	ADP
se	se	PRON
arrêtant	arrêter	VERB
tout	tout	ADV
à	à	ADP
coup	coup	NOUN
au moment où	au moment où	ADP
,	,	PUNCTclause
passant	passer	VERB
pour	pour	ADP
la	le	DET
20e	20e	ADJ
fois	fois	NOUN
devant	devant	ADP
le	le	DET
duc	duc	NOUN
,	,	PUNCTclause
elle	elle	PRON
venait	venir	VERB
de	de	ADP
surprendre	surprendre	VERB
sur	sur	ADP
ses	son	DET
lèvres	lèvre	NOUN
un	un	DET
sourire	sourire	NOUN
qui	qui	PRON
l'	le:PRON	PRON
avait	avoir	AUX
déjà	déjà	ADV
fort	fort	ADV
intriguée	intriguer	VERB
.	.	PUNCTsent
Vous	vous	PRON
me	me	PRON
regardez	regarder	VERB
,	,	PUNCTclause
ce	ce	DET
me	me	PRON
semble	sembler	VERB
,	,	PUNCTclause
de	de	ADP
une	un	DET
façon	façon	NOUN
tout	tout	ADV
à	à	ADP
fait	fait	NOUN
mystérieuse	mystérieux	ADJ
et	et	CCONJ
singulière	singulier	ADJ
.	.	PUNCTsent
À	à	ADP
quoi	quoi	PRON
songez	songer	VERB
vous	vous	PRON
?	?	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
À	à	ADP
cette	ce	DET
grande	grand	ADJ
lettre	lettre	NOUN
cachetée	cacheter	VERB
de	de	ADP
noir	noir	NOUN
qui	qui	PRON
avait	avoir	AUX
,	,	PUNCTclause
selon	selon	ADP
toi	toi	PRON
,	,	PUNCTclause
un	un	DET
parfum	parfum	NOUN
de	de	ADP
Moyen-Âge	Moyen-Âge	NOUN
,	,	PUNCTclause
qui	qui	PRON
venait	venir	VERB
de	de	ADP
si	si	SCONJ
loin	loin	ADV
et	et	CCONJ
que	que	PRON
je	je	PRON
ai	avoir	AUX
si	si	ADV
longtemps	longtemps	ADV
méditée	méditer	VERB
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Bon	bon	ADJ
!	!	PUNCTsent
alors	alors	ADV
je	je	PRON
ne	ne	ADV
vous	vous	PRON
demande	demander	VERB
plus	plus	ADV
votre	votre	DET
secret	secret	NOUN
,	,	PUNCTclause
mon	mon	DET
père	père	NOUN
,	,	PUNCTclause
car	car	CCONJ
je	je	PRON
ne	ne	ADV
ai	avoir	AUX
bien	bien	ADV
certainement	certainement	ADV
aucun	aucun	DET
rapport	rapport	NOUN
avec	avec	ADP
cette	ce	DET
respectable	respectable	ADJ
missive	missive	NOUN
,	,	PUNCTclause
dit	dire	VERB
la	le	DET
jeune	jeune	ADJ
fille	fille	NOUN
en	en	ADP
se	se	PRON
apprêtant	apprêter	VERB
à	à	ADP
reprendre	reprendre	VERB
sa	son	DET
course	course	NOUN
.	.	PUNCTsent
↵↵	↵↵	PUNCTstruct
—	—	PUNCTclause
Un	un	DET
rapport	rapport	NOUN
très	très	ADV
direct	direct	ADJ
,	,	PUNCTclause
au contraire	au contraire	ADV
,	,	PUNCTclause
reprit	reprendre	VERB
le	le	DET
